# generated by .xlsx-source/extract.py from armorparam on 2026-04-19
# schema: name|armor_id|level|defense|slots|mat1|mat2|mat3
#N/A|Armor_P_001|0|0|0|||0 x9
#N/A|Armor_P_002|0|0|0|||0 x9
#N/A|Armor_P_003|0|0|0|||0 x9
#N/A|Armor_P_004|0|0|0|||0 x9
#N/A|Armor_P_005|0|0|0|||0 x9
#N/A|Armor_P_006|0|0|0|||0 x9
Lunagaron Armor|Armor_061 (Lunagaron)|2|162|2|MATERIAL_TYPE_171 (Lunagaron) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Malzeno Armor|Armor_060 (Malzeno)|0|136|0|MATERIAL_TYPE_170 (Malzeno) x6||
Malzeno Armor|Armor_060 (Malzeno)|1|158|0|MATERIAL_TYPE_170 (Malzeno) x10|MATERIAL_TYPE_241 (Invasive Material) x3|
Malzeno Armor|Armor_060 (Malzeno)|2|170|1|MATERIAL_TYPE_170 (Malzeno) x18|MATERIAL_TYPE_194 (Elder Dragon Blood) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Mizutsune Armor|Armor_052 (Mizutsune)|0|96|0|MATERIAL_TYPE_145 (Mizutsune) x6||
Mizutsune Armor|Armor_052 (Mizutsune)|1|118|1|MATERIAL_TYPE_145 (Mizutsune) x12|MATERIAL_TYPE_165 (Legiana) x6|
Mizutsune Armor|Armor_052 (Mizutsune)|2|138|2|MATERIAL_TYPE_145 (Mizutsune) x20|MATERIAL_TYPE_125 (G.Nargacuga) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Nargacuga Armor|Armor_023 (Nargacuga)|0|90|0|MATERIAL_TYPE_124 (Nargacuga) x6||
Nargacuga Armor|Armor_023 (Nargacuga)|1|110|1|MATERIAL_TYPE_124 (Nargacuga) x12|MATERIAL_TYPE_171 (Lunagaron) x6|
Nargacuga Armor|Armor_023 (Nargacuga)|2|132|2|MATERIAL_TYPE_124 (Nargacuga) x20|MATERIAL_TYPE_127 (S.Barioth) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Nargacuga U Armor|Armor_024 (Nargacuga U)|0|128|0|MATERIAL_TYPE_125 (G.Nargacuga) x6||
Nargacuga U Armor|Armor_024 (Nargacuga U)|1|142|1|MATERIAL_TYPE_125 (G.Nargacuga) x12|MATERIAL_TYPE_167 (E.Odogaron) x6|
Nargacuga U Armor|Armor_024 (Nargacuga U)|2|154|2|MATERIAL_TYPE_125 (G.Nargacuga) x20|MATERIAL_TYPE_127 (S.Barioth) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Nerscylla Armor|Armor_075 (Nerscylla)|0|38|0|MATERIAL_TYPE_140 (Nerscylla) x6||
Nerscylla Armor|Armor_075 (Nerscylla)|1|52|0|MATERIAL_TYPE_140 (Nerscylla) x15|MATERIAL_TYPE_151 (Somnacanth) x6|
Nerscylla Armor|Armor_075 (Nerscylla)|2|64|1|MATERIAL_TYPE_140 (Nerscylla) x25|MATERIAL_TYPE_135 (Nibelsnarf) x12|MATERIAL_TYPE_203 (Armor Sphere) x5
Nerscylla U Armor|Armor_076 (Nerscylla U)|0|98|0|MATERIAL_TYPE_141 (S.Nerscylla) x6||
Nerscylla U Armor|Armor_076 (Nerscylla U)|1|118|1|MATERIAL_TYPE_141 (S.Nerscylla) x12|MATERIAL_TYPE_165 (Legiana) x6|
Nerscylla U Armor|Armor_076 (Nerscylla U)|2|138|2|MATERIAL_TYPE_141 (S.Nerscylla) x20|MATERIAL_TYPE_146 (Magnamalo) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Odogaron Armor|Armor_015 (Odogaron)|0|74|1|MATERIAL_TYPE_166 (Odogaron) x6||
Odogaron Armor|Armor_015 (Odogaron)|1|100|2|MATERIAL_TYPE_166 (Odogaron) x12|MATERIAL_TYPE_122 (Tigrex) x6|
Odogaron Armor|Armor_015 (Odogaron)|2|124|2|MATERIAL_TYPE_166 (Odogaron) x20|MATERIAL_TYPE_160 (F.Anjanath) x12|MATERIAL_TYPE_203 (Armor Sphere) x8
Plesioth Armor|Armor_069 (Plesioth)|0|52|0|MATERIAL_TYPE_115 (Plesioth) x6||
Plesioth Armor|Armor_069 (Plesioth)|1|68|1|MATERIAL_TYPE_115 (Plesioth) x12|MATERIAL_TYPE_154 (Almudron) x6|
Plesioth Armor|Armor_069 (Plesioth)|2|102|1|MATERIAL_TYPE_115 (Plesioth) x20|MATERIAL_TYPE_124 (Nargacuga) x12|MATERIAL_TYPE_203 (Armor Sphere) x5
Plesioth U Armor|Armor_070 (Plesioth U)|0|64|0|MATERIAL_TYPE_116 (G.Plesioth) x6||
Plesioth U Armor|Armor_070 (Plesioth U)|1|100|0|MATERIAL_TYPE_116 (G.Plesioth) x12|MATERIAL_TYPE_141 (S.Nerscylla) x6|
Plesioth U Armor|Armor_070 (Plesioth U)|2|132|1|MATERIAL_TYPE_116 (G.Plesioth) x20|MATERIAL_TYPE_156 (Goss) x12|MATERIAL_TYPE_203 (Armor Sphere) x8
Pukei-Pukei Armor|Armor_005 (Pukei-Pukei)|0|44|0|MATERIAL_TYPE_161 (Pukei) x10||
Pukei-Pukei Armor|Armor_005 (Pukei-Pukei)|1|62|0|MATERIAL_TYPE_161 (Pukei) x15|MATERIAL_TYPE_115 (Plesioth) x6|
Pukei-Pukei Armor|Armor_005 (Pukei-Pukei)|2|82|1|MATERIAL_TYPE_161 (Pukei) x25|MATERIAL_TYPE_166 (Odogaron) x12|MATERIAL_TYPE_203 (Armor Sphere) x5
Rakna Armor|Armor_044 (Rakna)|0|80|1|MATERIAL_TYPE_153 (Rakna) x6||
Rakna Armor|Armor_044 (Rakna)|1|106|1|MATERIAL_TYPE_153 (Rakna) x12|MATERIAL_TYPE_107 (Gravios) x6|
Rakna Armor|Armor_044 (Rakna)|2|132|2|MATERIAL_TYPE_153 (Rakna) x20|MATERIAL_TYPE_142 (Seregios) x12|MATERIAL_TYPE_203 (Armor Sphere) x8
Ranger Armor|Armor_067 (Ranger)|0|18|1|MATERIAL_TYPE_205 (Ranger Armor) x1||
Ranger Armor|Armor_067 (Ranger)|1|36|1|MATERIAL_TYPE_185 (Ludroth) x8|MATERIAL_TYPE_199 (Crystal) x10|
Ranger Armor|Armor_067 (Ranger)|2|52|2|MATERIAL_TYPE_185 (Ludroth) x16|MATERIAL_TYPE_192 (Izuchi) x10|MATERIAL_TYPE_203 (Armor Sphere) x5
Rath Heart Armor|Armor_011 (Rath Heart)|0|48|0|MATERIAL_TYPE_102 (P.Rathian) x6||
Rath Heart Armor|Armor_011 (Rath Heart)|1|68|1|MATERIAL_TYPE_102 (P.Rathian) x12|MATERIAL_TYPE_175 (Ajarakan) x10|
Rath Heart Armor|Armor_011 (Rath Heart)|2|108|2|MATERIAL_TYPE_102 (P.Rathian) x20|MATERIAL_TYPE_139 (Brachydios) x12|MATERIAL_TYPE_203 (Armor Sphere) x8
Rath Soul Armor|Armor_018 (Rath Soul)|0|138|1|MATERIAL_TYPE_104 (A.Rathalos) x6||
Rath Soul Armor|Armor_018 (Rath Soul)|1|156|1|MATERIAL_TYPE_104 (A.Rathalos) x10|MATERIAL_TYPE_170 (Malzeno) x6|
Rath Soul Armor|Armor_018 (Rath Soul)|2|168|2|MATERIAL_TYPE_104 (A.Rathalos) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Rathalos Armor|Armor_017 (Rathalos)|0|132|1|MATERIAL_TYPE_103 (Rathalos) x6||
Rathalos Armor|Armor_017 (Rathalos)|1|140|1|MATERIAL_TYPE_103 (Rathalos) x12|MATERIAL_TYPE_177 (Arkveld) x6|
Rathalos Armor|Armor_017 (Rathalos)|2|150|1|MATERIAL_TYPE_103 (Rathalos) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Rathian Armor|Armor_010 (Rathian)|0|34|0|MATERIAL_TYPE_101 (Rathian) x6||
Rathian Armor|Armor_010 (Rathian)|1|44|1|MATERIAL_TYPE_101 (Rathian) x12|MATERIAL_TYPE_161 (Pukei) x6|
Rathian Armor|Armor_010 (Rathian)|2|62|2|MATERIAL_TYPE_101 (Rathian) x20|MATERIAL_TYPE_145 (Mizutsune) x12|MATERIAL_TYPE_203 (Armor Sphere) x5
Regios Armor|Armor_058 (Regios)|0|114|1|MATERIAL_TYPE_142 (Seregios) x6||
Regios Armor|Armor_058 (Regios)|1|134|2|MATERIAL_TYPE_142 (Seregios) x10|MATERIAL_TYPE_125 (G.Nargacuga) x6|
Regios Armor|Armor_058 (Regios)|2|164|3|MATERIAL_TYPE_142 (Seregios) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Rey Dau Armor|Armor_085 (Rey Dau)|0|106|0|MATERIAL_TYPE_176 (Rey Dau) x6||
Rey Dau Armor|Armor_085 (Rey Dau)|1|132|0|MATERIAL_TYPE_176 (Rey Dau) x10|MATERIAL_TYPE_110 (B.Diablos) x6|
Rey Dau Armor|Armor_085 (Rey Dau)|2|150|1|MATERIAL_TYPE_176 (Rey Dau) x18|MATERIAL_TYPE_123 (B.Tigrex) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Rhopessa Armor|Armor_055_1 (Rhopessa)|0|78|0|MATERIAL_TYPE_214 (<LSNR {Aelucanth Armor} {Rhopessa Armor}>) x1|MATERIAL_TYPE_191 (Rachnoid) x8|
Rhopessa Armor|Armor_055_1 (Rhopessa)|1|104|1|MATERIAL_TYPE_189 (Dracophage) x8|MATERIAL_TYPE_202 (High-Grade Bug) x10|
Rhopessa Armor|Armor_055_1 (Rhopessa)|2|128|1|MATERIAL_TYPE_189 (Dracophage) x16|MATERIAL_TYPE_144 (Astalos) x12|MATERIAL_TYPE_203 (Armor Sphere) x8
Rimeguard Armor|Armor_029 (Rimeguard)|0|140|0|MATERIAL_TYPE_168 (Velkhana) x3||
Rimeguard Armor|Armor_029 (Rimeguard)|1|162|0|MATERIAL_TYPE_168 (Velkhana) x5|MATERIAL_TYPE_128 (Deviljho) x6|
Rimeguard Armor|Armor_029 (Rimeguard)|2|174|1|MATERIAL_TYPE_168 (Velkhana) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Sinister Armor|Armor_037 (Sinister)|0|138|1|MATERIAL_TYPE_146 (Magnamalo) x6||
Sinister Armor|Armor_037 (Sinister)|1|150|2|MATERIAL_TYPE_146 (Magnamalo) x10|MATERIAL_TYPE_108 (B.Gravios) x6|
Sinister Armor|Armor_037 (Sinister)|2|162|3|MATERIAL_TYPE_146 (Magnamalo) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Somnacanth Armor|Armor_042 (Somnacanth)|0|44|0|MATERIAL_TYPE_151 (Somnacanth) x6||
Somnacanth Armor|Armor_042 (Somnacanth)|1|68|1|MATERIAL_TYPE_151 (Somnacanth) x12|MATERIAL_TYPE_119 (S.Ceanataur) x6|
Somnacanth Armor|Armor_042 (Somnacanth)|2|100|1|MATERIAL_TYPE_151 (Somnacanth) x20|MATERIAL_TYPE_139 (Brachydios) x12|MATERIAL_TYPE_203 (Armor Sphere) x5
Somnacanth U Armor|Armor_043 (Somnacanth U)|0|62|0|MATERIAL_TYPE_152 (A.Somnacanth) x6||
Somnacanth U Armor|Armor_043 (Somnacanth U)|1|82|1|MATERIAL_TYPE_152 (A.Somnacanth) x12|MATERIAL_TYPE_148 (Orangaten) x6|
Somnacanth U Armor|Armor_043 (Somnacanth U)|2|108|2|MATERIAL_TYPE_152 (A.Somnacanth) x20|MATERIAL_TYPE_165 (Legiana) x12|MATERIAL_TYPE_203 (Armor Sphere) x8
Tentacle Armor|Armor_030 (Tentacle)|0|52|0|MATERIAL_TYPE_169 (Namielle) x3||
Tentacle Armor|Armor_030 (Tentacle)|1|162|0|MATERIAL_TYPE_169 (Namielle) x5|MATERIAL_TYPE_123 (B.Tigrex) x6|
Tentacle Armor|Armor_030 (Tentacle)|2|174|1|MATERIAL_TYPE_169 (Namielle) x10|MATERIAL_TYPE_241 (Invasive Material) x6|MATERIAL_TYPE_194 (Elder Dragon Blood) x3
Tetranadon Armor|Armor_041 (Tetranadon)|0|44|0|MATERIAL_TYPE_150 (Tetranadon) x10||
Tetranadon Armor|Armor_041 (Tetranadon)|1|62|0|MATERIAL_TYPE_150 (Tetranadon) x15|MATERIAL_TYPE_134 (P.Ludroth) x6|
Tetranadon Armor|Armor_041 (Tetranadon)|2|82|1|MATERIAL_TYPE_150 (Tetranadon) x25|MATERIAL_TYPE_154 (Almudron) x12|MATERIAL_TYPE_203 (Armor Sphere) x5
Tigrex Armor|Armor_027 (Tigrex)|0|98|0|MATERIAL_TYPE_122 (Tigrex) x6||
Tigrex Armor|Armor_027 (Tigrex)|1|116|1|MATERIAL_TYPE_122 (Tigrex) x12|MATERIAL_TYPE_171 (Lunagaron) x6|
Tigrex Armor|Armor_027 (Tigrex)|2|136|3|MATERIAL_TYPE_122 (Tigrex) x20|MATERIAL_TYPE_123 (B.Tigrex) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Tigrex U Armor|Armor_028 (Tigrex U)|0|132|0|MATERIAL_TYPE_123 (B.Tigrex) x6||
Tigrex U Armor|Armor_028 (Tigrex U)|1|148|0|MATERIAL_TYPE_123 (B.Tigrex) x10|MATERIAL_TYPE_160 (F.Anjanath) x6|
Tigrex U Armor|Armor_028 (Tigrex U)|2|168|2|MATERIAL_TYPE_123 (B.Tigrex) x18|MATERIAL_TYPE_127 (S.Barioth) x12|MATERIAL_TYPE_203 (Armor Sphere) x10
Vangis Armor|Armor_022 (Vangis)|0|126|0|MATERIAL_TYPE_128 (Deviljho) x6||
Vangis Armor|Armor_022 (Vangis)|1|140|0|MATERIAL_TYPE_128 (Deviljho) x10|MATERIAL_TYPE_241 (Invasive Material) x3|
Vangis Armor|Armor_022 (Vangis)|2|160|1|MATERIAL_TYPE_128 (Deviljho) x18|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Yukumo Armor|Armor_066 (Yukumo)|0|52|0|MATERIAL_TYPE_211 (Yukumo Armor) x1|MATERIAL_TYPE_179 (Gargwa) x8|
Yukumo Armor|Armor_066 (Yukumo)|1|66|1|MATERIAL_TYPE_175 (Ajarakan) x8|MATERIAL_TYPE_196 (Brute Bone) x10|
Yukumo Armor|Armor_066 (Yukumo)|2|98|1|MATERIAL_TYPE_148 (Orangaten) x16|MATERIAL_TYPE_196 (Brute Bone) x15|MATERIAL_TYPE_203 (Armor Sphere) x5
Zinogre Armor|Armor_034 (Zinogre)|0|124|0|MATERIAL_TYPE_136 (Zinogre) x6||
Zinogre Armor|Armor_034 (Zinogre)|1|138|1|MATERIAL_TYPE_136 (Zinogre) x12|MATERIAL_TYPE_170 (Malzeno) x6|
Zinogre Armor|Armor_034 (Zinogre)|2|150|2|MATERIAL_TYPE_136 (Zinogre) x20|MATERIAL_TYPE_193 (Wyvern Stone) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
Zinogre U Armor|Armor_035 (Zinogre U)|0|134|0|MATERIAL_TYPE_137 (S.Zinogre) x6||
Zinogre U Armor|Armor_035 (Zinogre U)|1|150|1|MATERIAL_TYPE_137 (S.Zinogre) x10|MATERIAL_TYPE_123 (B.Tigrex) x6|
Zinogre U Armor|Armor_035 (Zinogre U)|2|168|1|MATERIAL_TYPE_137 (S.Zinogre) x18|MATERIAL_TYPE_241 (Invasive Material) x3|MATERIAL_TYPE_203 (Armor Sphere) x10
