# generated by .xlsx-source/extract.py from genedata_v_10_00 on 2026-04-19
# schema: gene_id|skill|skill_variation|open_level|passive_skill|passive_level|bingo_three_way_type|bingo_element_type|sort_id
PASSIVE_GENE_60 (Water Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Water Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_64 (Thunder Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Thunder Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_68 (Ice Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Ice Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_72 (Dragon Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Dragon Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_76 (All-Elem Def Boost (XL))|00000000-0000-0000-0000-000000000000|NONE|0|All-Elem Def Boost|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_80 (Antivenom (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Antivenom|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_84 (Antiburn (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Antiburn|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_88 (Antiparalysis (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Antiparalysis|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_92 (Insomniac (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Insomniac|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_96 (Sealbreaker (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Sealbreaker|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_100 (Blightproof (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Blightproof|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_104 (Antibleed (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Antibleed|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_108 (Darkness Resistance (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Darkness Resistance|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_120 (HtH Master (XL))|00000000-0000-0000-0000-000000000000|NONE|0|HtH Master|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_124 (Kinship Skill+ (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Kinship Skill+|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_128 (Salt in Wound (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Salt in Wound|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_132 (All-Out (XL))|00000000-0000-0000-0000-000000000000|NONE|0|All-Out|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_136 (Vicious (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Vicious|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_140 (Synchronize (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Synchronize|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_144 (Heroics (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Heroics|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_148 (Potential (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Potential|4|THREE_WAY_TYPE_POWER||0
PASSIVE_GENE_152 (Evasion Instinct (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Evasion Instinct|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_156 (Vigilance (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Vigilance|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_160 (Partner (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Partner|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_164 (Slugger (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Slugger|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_168 (Bombardier (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Bombardier|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_172 (Self-Heal (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Self-Heal|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_176 (Dancer (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Dancer|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_180 (Crit-Heal (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Crit-Heal|4|THREE_WAY_TYPE_NONE||0
PASSIVE_GENE_184 (Critical Kinship (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Critical Kinship|4|THREE_WAY_TYPE_NONE||0
PASSIVE_GENE_188 (Fortify (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Fortify|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_196 (Quick (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Quick|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_200 (Anti 1-Hit KO (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Anti 1-Hit KO|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_204 (Elemental Breaker (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Elemental Breaker|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_208 (Elemental Assault (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Elemental Assault|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_212 (Instigator (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Instigator|4|THREE_WAY_TYPE_TECHNIQUE||0
PASSIVE_GENE_220 (Stamina Surge (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Stamina Surge|4|THREE_WAY_TYPE_SPEED||0
PASSIVE_GENE_224 (Dragon Buster (XL))|00000000-0000-0000-0000-000000000000|NONE|0|Dragon Buster|4|THREE_WAY_TYPE_TECHNIQUE||0
