# generated by .xlsx-source/extract.py from itemdata on 2026-04-19
# schema: name|item_id|main_category|sub_category|description|max_count|is_high_grade|is_rare|item_rank|is_field_use
Alluring Hide|Alluring Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The skin of a Red Khezu. Becomes more flexible the more attacks it absorbs.|999|False|False|IT_RANK_NONE|False
Alluring Webbing|Alluring Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Webbing taken from a Red Khezu. Sought after for its versatility and bright color.|999|False|False|IT_RANK_NONE|False
Alluring Lips|Alluring Wing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The lips of a Red Khezu.|999|False|False|IT_RANK_NONE|False
Gravios Shell|Gravios Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Gravios, easily mistakable for a rough rock. Ore can sometimes be found embedded in it, if you are lucky.|999|False|False|IT_RANK_NONE|False
Gravios Scalp|Gravios Scalp|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Part of the Gravios head. Can take days to hammer into a workable shape.|999|False|False|IT_RANK_NONE|False
Gravios Marrow|Gravios Marrow|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Bone marrow extracted from a Gravios. Without the right skills, this rare item is nigh impossible to acquire.|999|False|False|IT_RANK_NONE|False
Black Gravios Shell|Black Gravios Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The ebon shell of a Black Gravios. Its deep blackness is awe-inspiring.|999|False|False|IT_RANK_NONE|False
Black Gravios Scalp|Black Gravios Scalp|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A part carved from the head of a Black Gravios. Looks like a terrifying black mask.|999|False|False|IT_RANK_NONE|False
Black Gravios Marrow|Black Gravios Marrow|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Bone marrow of a Black Gravios. Highly adhesive and a useful binding agent.|999|False|False|IT_RANK_NONE|False
Diablos Shell|Diablos Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell that encases a Diablos. A prodigiously dense and heavy material.|999|False|False|IT_RANK_NONE|False
Diablos Tail|Diablos Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The prized tail of a Diablos. Puts heavy tools like steel hammers to shame.|999|False|False|IT_RANK_NONE|False
Twisted Horn|Twisted Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The large, twisted horn of a Diablos. Has a wide range of uses in different industries.|999|False|False|IT_RANK_NONE|False
Black Diablos Shell|Black Diablos Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The ebony shell of a Black Diablos.|999|False|False|IT_RANK_NONE|False
Black Diablos Tail|Black Diablos Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tail of a Black Diablos. Like a giant mallet, smashes attackers with brutal blows.|999|False|False|IT_RANK_NONE|False
Twisted B. Diablos Horn|Twisted B. Diablos Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn of a Black Diablos. The sight of it shimmering in the light is breathtaking.|999|False|False|IT_RANK_NONE|False
Kut-Ku Scale|Kut-Ku Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A pink scale from a Yian Kut-Ku. Highly resistant to heat.|999|False|False|IT_RANK_NONE|False
Kut-Ku Webbing|Kut-Ku Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Webbing from a Yian Kut-Ku wing. Widely used as an adhesive material.|999|False|False|IT_RANK_NONE|False
Giant Beak|Giant Beak|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The beak of a Yian Kut-Ku. Uncommonly large with strength to match.|999|False|False|IT_RANK_NONE|False
Blue Kut-Ku Scale|Blue Kut-Ku Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A scale of a Blue Yian Kut-Ku. This shade of blue can't be found elsewhere.|999|False|False|IT_RANK_NONE|False
Blue Kut-Ku Shell|Blue Kut-Ku Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Blue Yian Kut-Ku. A material popular for its refreshing color.|999|False|False|IT_RANK_NONE|False
Blue Kut-Ku Ear|Blue Kut-Ku Ear|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The ear of a Blue Yian Kut-Ku. Sometimes used to craft elegant decorations.|999|False|False|IT_RANK_NONE|False
Rubbery Hide|Rubbery Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Highly elastic Gypceros hide. A good insulator, resistant to electricity.|999|False|False|IT_RANK_NONE|False
Gypceros Webbing|Gypceros Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Webbing from a Gypceros wing. Resistant against electricity and poison.|999|False|False|IT_RANK_NONE|False
Gypceros Head|Gypceros Head|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The head of a Gypceros in all its glory.|999|False|False|IT_RANK_NONE|False
Rubbery Purple Hide|Rubbery Purple Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The hide of a Purple Gypceros.|999|False|False|IT_RANK_NONE|False
Purple Gypceros Webbing|Purple Gypceros Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Webbing from a Purple Gypceros wing. Has superior resistance against poison.|999|False|False|IT_RANK_NONE|False
Rubbery Purple Tail|Rubbery Purple Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tail of a Purple Gypceros. One of the best insulators available.|999|False|False|IT_RANK_NONE|False
Plesioth Scale|Plesioth Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An incandescent scale from a Plesioth. Becomes brittle if it dries out.|999|False|False|IT_RANK_NONE|False
Plesioth Fang|Plesioth Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The sharpened tooth of a Plesioth.|999|False|False|IT_RANK_NONE|False
Plesioth Fin|Plesioth Fin|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A beautiful fin from a Plesioth. The spikes are stunningly poisonous.|999|False|False|IT_RANK_NONE|False
Green Plesioth Scale|Green Plesioth Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a mysterious Green Plesioth. It has an emerald-like glow.|999|False|False|IT_RANK_NONE|False
Green Plesioth Fang|Green Plesioth Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A small but very sharp, spiked fang that lodges itself in the flesh of the Plesioth's prey.|999|False|False|IT_RANK_NONE|False
Green Plesioth Fin|Green Plesioth Fin|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A beautiful fin that makes for a truly unique decoration.|999|False|False|IT_RANK_NONE|False
Velocidrome Hide|Velocidrome Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tough blue skin of a Velocidrome. It bears the scars of a leadership role.|999|False|False|IT_RANK_NONE|False
Velocidrome Claw|Velocidrome Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Velocidrome. Large and sharp as a sword's blade.|999|False|False|IT_RANK_NONE|False
Velocidrome Head|Velocidrome Head|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Velocidrome head.|999|False|False|IT_RANK_NONE|False
Garuga Scale|Garuga Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A scale carved from a Yian Garuga. It shines an ominous purple.|999|False|False|IT_RANK_NONE|False
Garuga Ear|Garuga Ear|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The ear of a Yian Garuga. Its shape and form show a different evolutionary path than Yian Kut-Ku.|999|False|False|IT_RANK_NONE|False
Sharpened Beak|Sharpened Beak|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The beak of a Yian Garuga. Symbolic of this monster's ferocity.|999|False|False|IT_RANK_NONE|False
Ceanataur Leg|Shogun Ceanataur Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The massive leg of a Shogun Ceanataur. These legs must contain unimaginable strength to move such a large body.|999|False|False|IT_RANK_NONE|False
Ceanataur Shell|Shogun Ceanataur Leg|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The massive shell of a Shogun Ceanataur. It is characterized by the distinct coloring and pattern.|999|False|False|IT_RANK_NONE|False
Ceanataur Claw|Shogun Ceanataur Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The massive claws of a Shogun Ceanataur. They are capable of cutting through anything that stands in the way.|999|False|False|IT_RANK_NONE|False
Blangonga Pelt|Blangonga Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|White fur with astounding thermal properties and as strong as an iron chain.|999|False|False|IT_RANK_NONE|False
Blangonga Fang|Blangonga Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fang of the killer Blangonga. As sharp and deadly as a dagger.|999|False|False|IT_RANK_NONE|False
Blangonga Whisker|Blangonga Whisker|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A fine hair that sprouted from the face of a Blangonga troop leader.|999|False|False|IT_RANK_NONE|False
Dragonmoss|Dragonwood|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A moss that grows on Yama Tsukami. The giant's body has given it mysterious powers.|999|False|False|IT_RANK_NONE|False
Dragonwood|Dragonmoss|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A tree that grows on Yama Tsukami. It's surrounded by a truly mysterious air.|999|False|False|IT_RANK_NONE|False
Yama Tsukami Hide|Tsukami Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Hide carved from a Yama Tsukami. Can be made into textile fabric with processing.|999|False|False|IT_RANK_NONE|False
Tigrex Scale|Tigrex Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A scale from the incredibly violent Tigrex. Incredibly massive and sturdy.|999|False|False|IT_RANK_NONE|False
Tigrex Claw|Tigrex Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The distinctive front claw of a Tigrex. Renowned for its fearsomely sharp edge.|999|False|False|IT_RANK_NONE|False
Tigrex Scalp|Tigrex Scalp|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The head of a Tigrex. Has a fearsome expression, as if it'll spring to life any second.|999|False|False|IT_RANK_NONE|False
Brute Tigrex Scale|Brute Tigrex Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Brute Tigrex. Just a glance is enough to instill fear into foes.|999|False|False|IT_RANK_NONE|False
Brute Tigrex Claw|Brute Tigrex Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Brute Tigrex. The thought of being hit by this fills most with horror.|999|False|False|IT_RANK_NONE|False
Brute Tigrex Tail|Brute Tigrex Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tail of a Brute Tigrex. Packed with lean flesh and muscle sinews.|999|False|False|IT_RANK_NONE|False
Nargacuga Scale|Nargacuga Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A scale of a Nargacuga. The fur that grows on the scales is referred to as blackfur.|999|False|False|IT_RANK_NONE|False
Nargacuga Blackfur|Nargacuga Blackfur|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fur found on Nargacuga scales. Black as night, which gifts it excellent camouflage.|999|False|False|IT_RANK_NONE|False
Nargacuga Cutwing|Nargacuga Cutwing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A blade-like Nargacuga wing. Evolved to cut down prey on the fly.|999|False|False|IT_RANK_NONE|False
Green Nargacuga Scale|Green Narga Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Green Nargacuga scale renowned for both its extreme durability and its feather-light weight.|999|False|False|IT_RANK_NONE|False
Green Narga Mottlefur|G. Narga Mottlefur|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The mottled fur of a Green Nargacuga. A varicolored veil in any environment.|999|False|False|IT_RANK_NONE|False
Green Nargacuga Cutwing|Green Narga Cutwing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The sky-rending wing of a Green Nargacuga. Watch your fingers!|999|False|False|IT_RANK_NONE|False
Barioth Shell|Barioth Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The white shell of a Barioth. Strong despite its incredible lightness.|999|False|False|IT_RANK_NONE|False
Barioth Spike|Barioth Spike|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A spike that adorns the body of a Barioth. Provides extra grip when scaling icy cliffs.|999|False|False|IT_RANK_NONE|False
Amber Tusks|Amber Tusks|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The long front teeth of a Barioth. Used as weapon materials as well as for furnishings.|999|False|False|IT_RANK_NONE|False
Sand Barioth Shell|Sand Barioth Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Sand Barioth. Even a raging sandstorm will fail to damage it.|999|False|False|IT_RANK_NONE|False
Sand Barioth Pelt|Sand Barioth Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The bronze-colored pelt of a Sand Barioth. Good at absorbing attacks.|999|False|False|IT_RANK_NONE|False
Indigo Tusks|Indigo Tusks|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The saber-teeth of a Sand Barioth. A vibrant blue beneath a sand coating.|999|False|False|IT_RANK_NONE|False
Deviljho Scale|Deviljho Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Deviljho. Only the most skilled can fashion it into something useful.|999|False|False|IT_RANK_NONE|False
Deviljho Fang|Deviljho Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fang of a Deviljho. Used to mercilessly rip prey apart.|999|False|False|IT_RANK_NONE|False
Deviljho Talon|Deviljho Talon|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Deviljho, that has plenty of raw power. Usually wielded with little finesse.|999|False|False|IT_RANK_NONE|False
Barroth Shell|Barroth Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Barroth. Constant rolling in the mud has only served to increase its strength.|999|False|False|IT_RANK_NONE|False
Barroth Claw|Barroth Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Barroth. Not very sharp, but very tough. Used in a variety of processes.|999|False|False|IT_RANK_NONE|False
Barroth Scalp|Barroth Scalp|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|This durable part of a Barroth's skull is also the hardest section to remove.|999|False|False|IT_RANK_NONE|False
Jade Barroth Shell|Jade Barroth Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Jade Barroth. Its structure allows ice to easily form on its surface.|999|False|False|IT_RANK_NONE|False
Jade Barroth Claw|Jade Barroth Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Jade Barroth. So cold that a blow from it could easily cause frostbite.|999|False|False|IT_RANK_NONE|False
Jade Barroth Scalp|Jade Barroth Scalp|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scalp of a Jade Barroth. Like a crown of ice. Incredibly tough to remove, and even more challenging to work with.|999|False|False|IT_RANK_NONE|False
Lagiacrus Scale|Lagiacrus Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Lagiacrus. Its surface reflects many shades of blue in the light.|999|False|False|IT_RANK_NONE|False
Lagiacrus Horn|Lagiacrus Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn of a Lagiacrus. Held up as a symbol of tremendous strength.|999|False|False|IT_RANK_NONE|False
Lagiacrus Shockspike|Lagiacrus Shockshell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|This Lagiacrus spike is actually used to release electricity, not generate it. Safe to handle.|999|False|False|IT_RANK_NONE|False
Ivory Lagiacrus Scale|Ivory Lagi Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The pale scale of an Ivory Lagiacrus. Insulates the beast against electricity.|999|False|False|IT_RANK_NONE|False
Ivory Lagiacrus Horn|Ivory Lagi Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn of an Ivory Lagiacrus and a symbol of power. Coveted by aristocrats everywhere.|999|False|False|IT_RANK_NONE|False
Ivory Lagi Shockspike|I. Lagi Shockshell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A spike from an Ivory Lagiacrus that is used to store and release electricity.|999|False|False|IT_RANK_NONE|False
Royal Ludroth Scale|Royal Ludroth Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Royal Ludroth. Such tiny scales allow the beast its sinuous movement.|999|False|False|IT_RANK_NONE|False
Royal Ludroth Tail|Royal Ludroth Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The finned tail of a Royal Ludroth, used by fishermen for their boats.|999|False|False|IT_RANK_NONE|False
Royal Ludroth Crest|Royal Ludroth Crest|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A crest from a Royal Ludroth's head. Flares up during moments of extreme anger.|999|False|False|IT_RANK_NONE|False
Purple Ludroth Scale|P. Ludroth Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Purple Ludroth. Popular as a decorative item due to its white hue.|999|False|False|IT_RANK_NONE|False
Purple Ludroth Claw|P. Ludroth Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The red claw of a Purple Ludroth. Not limited to forging, it can also be used to create essential daily commodities.|999|False|False|IT_RANK_NONE|False
Plum Spongy Hide|Plum Spongy Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Uncannily elastic hide of a Purple Ludroth. The purple coloring comes from the toxins found within.|999|False|False|IT_RANK_NONE|False
Nibelsnarf Shell|Nibelsnarf Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A shell piece from a Nibelsnarf. Its great strength and hornlike bulges produce unique gear.|999|False|False|IT_RANK_NONE|False
Nibelsnarf Hide|Nibelsnarf Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The skin of a Nibelsnarf. Surprisingly, the skin's flashy colors differ from those of the shell.|999|False|False|IT_RANK_NONE|False
Nibelsnarf Scalp|Nibelsnarf Scalp|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A head shell from a Nibelsnarf with various organs inside. The valuable portions are carved out and used.|999|False|False|IT_RANK_NONE|False
Zinogre Shell|Zinogre Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A blue-green shell which stores electricity and works as a protective insulator.|999|False|False|IT_RANK_NONE|False
Zinogre Shockfur|Zinogre Shockfur|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The white fur of a Zinogre. Capable of storing electricity and amplifying its potency.|999|False|False|IT_RANK_NONE|False
Zinogre Plate|Zinogre Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A rare scale from a Zinogre. This intimidating trophy seems to pulse with residual fury.|999|False|False|IT_RANK_NONE|False
Stygian Zinogre Shell|S. Zinogre Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Stygian Zinogre. A reminder of the creature's wicked, rampaging nature.|999|False|False|IT_RANK_NONE|False
Stygian Zinogre Claw|Stygian Zinogre Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Stygian Zinogre. Smashes prey into dust with its mighty swings.|999|False|False|IT_RANK_NONE|False
Stygian Zinogre Plate|S. Zinogre Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The plate of a Stygian Zinogre. It is quite rare.|999|False|False|IT_RANK_NONE|False
Arzuros Pelt|Arzuros Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The pelt of an Arzuros. The lighter parts are more pliant and much softer than the green fur.|999|False|False|IT_RANK_NONE|False
Arzuros Shell|Arzuros Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The protective dorsal plate of an Arzuros. Gently curving and easy to put to other uses.|999|False|False|IT_RANK_NONE|False
Arzuros Brace|Arzuros brace|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A brace from an Arzuros' forelegs. Its sharp points give forged equipment a wild flavor.|999|False|False|IT_RANK_NONE|False
Brach Shell|Brach Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The bluish-black shell of a Brachydios. Glossy like obsidian, it adds a refined beauty to crafted gear.|999|False|False|IT_RANK_NONE|False
Brach Hammer|Brach Hammer|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The mighty fist of a Brachydios. Be wary of the volatile substance covering it.|999|False|False|IT_RANK_NONE|False
Brach Marrow|Brach Marrow|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The bone marrow of a Brachydios. Used in making premium adhesive goods.|999|False|False|IT_RANK_NONE|False
Nerscylla Shell|Nerscylla Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Nerscylla. Surprisingly light. Its markings deter enemies.|999|False|False|IT_RANK_NONE|False
Nerscylla Chelicera|Nerscylla Chelicera|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fang of a Nerscylla. Can be retracted or deployed to inject venom.|999|False|False|IT_RANK_NONE|False
Nerscylla Spike|Nerscylla Spike|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The dorsal spike of a Nerscylla. Has a gland that stores poison which it sprays on prey that wander below its web.|999|False|False|IT_RANK_NONE|False
Shrouded Nerscylla Shell|S. Nerscylla Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Shrouded Nerscylla. Contains distinctive poisons.|999|False|False|IT_RANK_NONE|False
S. Nerscylla Chelicera|S. Nersculla Chel|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A pincer-like fang of the Shrouded Nerscylla. Its size is astounding.|999|False|False|IT_RANK_NONE|False
Shrouded Nerscylla Claw|S. Nerscylla Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The hooked claw of a Shrouded Nerscylla. Sends shivers down the spine.|999|False|False|IT_RANK_NONE|False
Seregios Bladescale|Seregios Sharpscale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A dangerous scale that opens at the tip to viscerally attack the beast's foes.|999|False|False|IT_RANK_NONE|False
Seregios Bladehorn|Seregios Bladehorn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn from a Seregios. Sturdy yet agile as a blade, it is perfect for crafting them.|999|False|False|IT_RANK_NONE|False
Seregios Claw|Seregios Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The hard and sharp claw of a Seregios. It is capable of tearing most armor to shreds.|999|False|False|IT_RANK_NONE|False
Glavenus Fang|Glavenus Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A fang from a Glavenus. Razor sharp, it makes a formidable weapon.|999|False|False|IT_RANK_NONE|False
Glavenus Hellshell|Glavenus Hellshell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A shell that resembles flickering flames. Its heat resistance is quite high.|999|False|False|IT_RANK_NONE|False
Glavenus Plate|Glavenus Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A sharp scale that grows near the Glavenus' tail, it has the same role—a short blade.|999|False|False|IT_RANK_NONE|False
Astalos Scale|Astalos Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An Astalos scale that reflects sunlight, giving it a rainbow-like appearance.|999|False|False|IT_RANK_NONE|False
